article_id,chunk_id,root_name,root_type,chunk_text
250,1,Lạc nội mạc tử cung,disease,"Lạc nội mạc tử cung là khi mô trông tương tự như nội mạc tử cung được tìm thấy bên ngoài tử cung. Lạc nội mạc tử cung có thể phát triển ở mặt ngoài tử cung, buồng trứng, ống dẫn trứng và thậm chí trên bàng quang hoặc ở ruột. Khi xâm lấn cấu trúc, mô này có thể kích thích các cấu trúc đó. Từ đó gây đau và dính (Mô sẹo) trên các cơ quan này."
250,2,Lạc nội mạc tử cung,disease,"Nhiều phụ nữ bị lạc nội mạc tử cung có triệu chứng đau vùng chậu hoặc bụng. Đặc biệt là khi có kinh nguyệt hoặc khi quan hệ tình dục. Một số khác không có triệu chứng. Lạc nội mạc tử cung có thể gây khó khăn cho việc mang thai. Trên thực tế, 30% đến 50% phụ nữ vô sinh bị lạc nội mạc tử cung. Đôi khi, lạc nội mạc tử cung có thể phát triển bên trong buồng trứng và tạo thành u nang (U lạc nội mạc tử cung). Khác với các mô nội mạc tử cung khác, u nội mạc tử cung trong buồng trứng có thể nhìn thấy trên siêu âm. Nội soi ổ bụng là cách duy nhất để xác định chắc chắn."
250,3,Lạc nội mạc tử cung,disease,"Lạc nội mạc tử cung có thể khiến bạn khó mang thai. Khoảng 30% đến 50% phụ nữ bị lạc nội mạc tử cung có thể bị vô sinh. Nguyên nhân do lạc nội mạc tử cung có thể tác động đến khả năng sinh sản theo nhiều cách. Bao gồm: Biến dạng giải phẫu vùng chậu, Dính, sẹo ống dẫn trứng, Viêm vùng chậu, Thay đổi chức năng hệ miễn dịch, Thay đổi môi trường nội tiết tố của trứng, Làm suy giảm khả năng làm tổ của thai và thay đổi chất lượng trứng."
250,4,Lạc nội mạc tử cung,disease,"Tại thời điểm phẫu thuật, bác sĩ sẽ đánh giá được mức độ của lạc nội mạc tử cung dựa vào độ sâu, số lượng và vị trí nội mạc. Đánh giá này được dựa trên thang điểm: 1 - tối thiểu, 2 - nhẹ, 3 - trung bình, 4 - nặng. Hệ thống tính điểm này tương quan với sự thành công của thai kỳ. Phụ nữ bị lạc nội mạc tử cung nặng (Giai đoạn 4), gây ra sẹo đáng kể, ống dẫn trứng bị tắc và buồng trứng bị tổn thương sẽ gặp khó khăn nhất khi mang thai và thường phải điều trị hỗ trợ sinh sản."
250,5,Lạc nội mạc tử cung,disease,"Nội mạc tử cung cần nội tiết tố nữ estrogen để tăng trưởng và phát triển. Thuốc tránh thai và các loại thuốc khác làm giảm hoặc ngăn chặn estrogen có thể có hiệu quả trong việc cải thiện các triệu chứng đau. Đối với những bệnh nhân muốn mang thai, điều trị bằng thuốc có thể được xem xét trước khi cố gắng thụ thai, nhưng phương pháp điều trị này thường không cải thiện tỷ lệ mang thai."
250,6,Lạc nội mạc tử cung,disease,"Nếu phát hiện lạc nội mạc tử cung tại thời điểm phẫu thuật, bác sĩ sẽ phẫu thuật loại bỏ lạc nội mạc tử cung và mô sẹo. Phương pháp này sẽ khôi phục trạng thái bình thường của cơ quan sinh sản. Nếu bị lạc nội mạc tử cung ở mức độ trung bình hoặc nặng thì điều trị bằng phẫu thuật sẽ tăng cơ hội mang thai. Sự kết hợp giữa phẫu thuật và dùng thuốc có thể có lợi ở những bệnh nhân đang cố gắng thụ thai thông qua thụ tinh trong ống nghiệm (IVF). Nhìn chung, mỗi bệnh nhân đều mắc phải những kiểu lạc nội mạc tử cung khác nhau vì vậy bác sĩ nên có phương pháp điều trị phù hợp cho từng bệnh nhân."
2,2,Bệnh viêm vùng chậu,disease,"Là một loạt các bệnh nhiễm trùng và viêm các cơ quan đường sinh dục trên. Bao gồm tử cung, ống dẫn trứng, phúc mạc vùng chậu và các cấu trúc xung quanh. Bệnh viêm vùng chậu là mối nguy hiểm sức khỏe ở cả nước phát triển và đang phát triển. Bệnh cũng là một vấn đề lớn đối với sức khỏe sinh sản của phụ nữ trẻ. Các yếu tố nguy cơ bao gồm có kinh trong giai đoạn thanh thiếu niên, có nhiều bạn tình, không sử dụng thuốc tránh thai và tiền sử mắc bệnh viêm vùng chậu, đặt vòng tránh thai và khu vực dịch tễ có tỷ lệ mắc bệnh lây truyền qua đường tình dục cao. Các triệu chứng của bệnh bao gồm đau bụng dưới và vùng chậu, sốt, mệt mỏi và nhức đầu, chảy máu âm đạo bất thường và lượng nhiều, đau khi quan hệ tình dục, ra dịch tiết âm đạo bất thường. Điều trị bao gồm điều trị kháng sinh sau khi tìm ra sinh vật gây bệnh."
2,3,Viêm âm đạo,disease,"Là tình trạng viêm và nhiễm trùng ở âm đạo. Bệnh thường xuất hiện ở các bé gái, do giai đoạn này trẻ chưa có lượng estrogen đủ nhiều. Do đó, chưa có khả năng bảo vệ âm đạo của estrogen và dễ bị nhiễm trùng. Nguyên nhân viêm âm đạo phổ biến nhất trong độ tuổi sinh sản là nhiễm trùng bởi vi sinh vật."
84,1,Viêm âm đạo,Disease,"Viêm âm đạo là tình trạng viêm nhiễm ở âm đạo do vi khuẩn, nấm men, virus, hoặc do kích ứng bởi hóa chất, xà phòng, quần áo."
84,2,Viêm âm đạo,Disease,"Các thể viêm âm đạo: nhiễm khuẩn âm đạo, nhiễm nấm Candida, Chlamydia, bệnh lậu, viêm âm đạo do dị ứng hoặc kích ứng, Trichomoniasis, viêm do virus."
84,3,Viêm âm đạo,Disease,"Triệu chứng: dịch tiết âm đạo đổi màu hoặc có mùi bất thường, ngứa, rát, sưng, tiểu rát, đau khi quan hệ. Dịch bình thường thường trong hoặc hơi đục, không mùi, không gây ngứa."
84,4,Viêm âm đạo,Disease,"Nhiễm nấm vs. nhiễm khuẩn: cả hai đều gây dịch trắng/xám. Nhiễm khuẩn → dịch có mùi tanh. Nhiễm nấm → dịch vón cục như váng sữa, gây ngứa rát."
84,5,Viêm âm đạo,Disease,"Lây truyền qua đường tình dục: Chlamydia, lậu, herpes, HPV (sùi mào gà), Trichomoniasis. Nhiễm có thể không triệu chứng, cần xét nghiệm khi có hoạt động tình dục."
84,7,Viêm âm đạo,Disease,"Điều trị: cần chẩn đoán chính xác, tránh tự ý dùng thuốc. Không rửa âm đạo trước khi khám, tránh quan hệ 24–48h trước khi khám. Viêm không nhiễm trùng có thể cải thiện bằng cách loại bỏ tác nhân kích ứng, điều chỉnh nội tiết tố với estrogen nếu cần."
84,8,Viêm âm đạo,Disease,"Ngăn ngừa: vệ sinh sạch sẽ, tránh xịt rửa âm đạo, không dùng xà phòng thơm, tránh quần áo bó chặt và ẩm, ăn sữa chua men sống, sử dụng bao cao su, khám phụ khoa định kỳ."
85,1,Viêm âm đạo,Disease,"Viêm âm đạo có thể gây ra huyết trắng bất thường: mùi hôi, đục, đặc, có bọt, đổi màu vàng/xanh, ngứa, khó chịu đường tiểu. Huyết trắng sinh lý thì trong, dai, không mùi, không ngứa, thường nhiều hơn lúc giữa chu kỳ hoặc gần kỳ kinh."
85,2,Viêm âm đạo,Disease,"Điều kiện thuận lợi gây viêm âm đạo: mất cân bằng môi trường âm đạo do kháng sinh, thay đổi hormone (mang thai, dùng nội tiết), thụt rửa âm đạo, quan hệ, điều trị corticoid, tiểu đường, AIDS…"
85,3,Viêm âm đạo,Disease,"Điều trị và phòng ngừa: không thể chữa dứt điểm hoàn toàn. Cần giữ vệ sinh đúng cách, khám để xác định đúng tác nhân và dùng thuốc đúng. Không tự mua thuốc đặt hay dung dịch vệ sinh vì có thể làm bệnh nặng thêm."
85,4,Viêm âm đạo,Disease,"Không cần rửa phụ khoa khi bình thường, chỉ rửa ngoài bằng nước sạch. Lạm dụng dung dịch vệ sinh có thể làm thay đổi pH âm đạo, dẫn đến nhiễm nấm hoặc vi khuẩn nặng hơn."
114,1,Viêm âm đạo,Disease,"Viêm âm đạo là hiện tượng viêm nhiễm âm đạo. Khoảng 1/3 phụ nữ thỉnh thoảng có triệu chứng viêm âm đạo trong đời. Mọi độ tuổi đều có thể bị viêm âm đạo, nhưng phụ nữ trong độ tuổi sinh sản dễ mắc nhất."
114,2,Viêm âm đạo,Disease,"Nguyên nhân: sự thay đổi cân bằng giữa nấm và vi khuẩn bình thường trong âm đạo, thường do: dùng kháng sinh, thay đổi hormon khi mang thai/cho con bú/mãn kinh, thụt rửa âm đạo, dùng chất diệt tinh trùng, giao hợp, nhiễm khuẩn."
114,3,Viêm âm đạo,Disease,"Chẩn đoán: bác sĩ lấy mẫu dịch tiết âm đạo soi kính hiển vi, kèm thêm các xét nghiệm khác."
114,4,Viêm âm đạo,Disease,"Điều trị: tùy nguyên nhân, có thể dùng thuốc uống, kem hoặc gel bôi vào âm đạo."
114,11,Viêm âm đạo do trùng roi,SubDisease,"Nguyên nhân: ký sinh trùng Trichomonas vaginalis, lây qua đường tình dục. Người nhiễm có nguy cơ cao mắc thêm các bệnh lây truyền tình dục khác."
114,12,Viêm âm đạo do trùng roi,SubDisease,"Triệu chứng: khí hư vàng xám hoặc xanh, mùi tanh, âm đạo rát ngứa, đỏ, sưng âm hộ, đôi khi đau khi tiểu."
114,13,Viêm âm đạo do trùng roi,SubDisease,"Điều trị: uống metronidazole liều duy nhất, kiêng rượu 24 giờ sau khi uống. Bạn tình cũng cần điều trị để tránh tái nhiễm."
84,6,Viêm âm đạo không nhiễm trùng,SubDisease,"Nguyên nhân: phản ứng dị ứng hoặc kích ứng do chất tẩy, thụt rửa âm đạo, chất làm mềm vải, xà phòng thơm, thuốc diệt tinh trùng, thuốc xịt. Giảm hormon sau mãn kinh gây viêm teo âm đạo."
2,4,Viêm âm đạo do Trichomonas,subdisease,"Viêm âm đạo do Trichomonas là do vi khuẩn Trichomonas vagis gây ra. Bệnh nhân có tình trạng tiết dịch âm đạo lượng nhiều, gây khó chịu, kích thích và ngứa xung quanh âm đạo, đi tiểu đau, tăng tần suất đi tiểu. Xuất hiện khí hư loãng, màu vàng xanh, có bọt, có mùi hôi rất khó chịu. Bệnh nhân được điều trị bằng viên Metronidazole 200mg ba lần mỗi ngày trong một tuần."
2,5,Viêm âm đạo do nấm Candida,subdisease,"Viêm âm đạo do nấm Candida hay còn gọi là bệnh monilasis do sinh vật Candida albicans gây ra. Bệnh nhân có tình trạng tiết dịch âm đạo kèm theo ngứa âm hộ, âm đạo dữ dội, đau khi quan hệ tình dục. Xuất hiện khí hư đặc, có màu trắng sữa, vón cục, thường dính vào thành âm đạo. Việc điều trị bao gồm sử dụng các loại thuốc như nystatin, clotrimazole hoặc miconazole ở dạng kem hoặc thuốc đặt âm đạo. Bệnh nhân được đặt vòng nâng pessary ở vị trí cao trong âm đạo khi đi ngủ trong hai tuần liên tiếp."
114,14,Viêm teo âm đạo,SubDisease,"Viêm teo âm đạo không do nhiễm khuẩn mà do giảm hormon sinh dục nữ (cho con bú, sau mãn kinh). Triệu chứng: khô âm đạo, ngứa, rát, đau khi quan hệ. Điều trị bằng estrogen (kem bôi hoặc thuốc uống), kết hợp dung dịch bôi trơn."
114,5,Nhiễm nấm âm đạo,SubDisease,"Nhiễm nấm âm đạo (nấm Candida) là một trong những loại nấm gây viêm âm đạo phổ biến. Nấm Candida vốn tồn tại với số lượng nhỏ trong âm đạo bình thường, khi mất cân bằng sẽ phát triển mạnh gây bệnh."
114,6,Nhiễm nấm âm đạo,SubDisease,"Yếu tố nguy cơ: dùng kháng sinh, mang thai, tiểu đường, suy giảm miễn dịch. Kháng sinh làm giảm vi khuẩn có lợi, khiến nấm phát triển quá mức."
114,7,Nhiễm nấm âm đạo,SubDisease,"Triệu chứng: ngứa rát âm hộ, đỏ và sưng, khí hư trắng vón cục, không hôi. Khí hư nhiều hoặc thay đổi tính chất là dấu hiệu thường gặp."
114,8,Nhiễm nấm âm đạo,SubDisease,"Điều trị: đặt thuốc âm đạo hoặc uống thuốc. Thuốc không kê đơn có thể dùng, nhưng cần thận trọng – nhiều phụ nữ tự nghĩ mình bị nấm nhưng thực ra mắc bệnh khác. Nếu triệu chứng không giảm hoặc lần đầu mắc bệnh, nên đi khám."
114,9,Nhiễm khuẩn âm đạo,SubDisease,"Nhiễm khuẩn âm đạo là tình trạng vi khuẩn thường trú phát triển quá mức. Triệu chứng: khí hư nhiều, mùi tanh cá, loãng, màu xám, đôi khi xanh. Thường không ngứa, nhưng nếu khí hư quá nhiều có thể gây ngứa."
114,10,Nhiễm khuẩn âm đạo,SubDisease,"Điều trị: phổ biến nhất là dùng metronidazole hoặc clindamycin (uống, kem hoặc gel bôi)."
2,8,Bệnh khí hư,disease,"Bệnh khí hư được định nghĩa là dịch tiết âm đạo quá mức. Khí hư thường ra nhiều nhưng chưa gây viêm nhiễm. Sự bài tiết dư thừa này có thể thấy được bằng cách những vết màu nhuộm trên đồ lót (màu vàng nâu khi sấy khô). Hoặc bệnh nhân cảm thấy cần sử dụng thêm băng vệ sinh. Bệnh không gây nhiễm trùng và không có mùi hôi, không gây kích ứng và không gây ngứa. Hiện tượng này có thể xảy ra một cách bình thường trong thời kỳ dậy thì, rụng trứng và xung quanh ngày của chu kỳ kinh nguyệt. Ngoài ra, bệnh cũng có thể xảy ra trong thời kỳ mang thai và hưng phấn tình dục. Trong một số trường hợp, bệnh khí hư xảy ra ở những bệnh nhân sa tử cung, tử cung ngả sau, viêm vùng chậu mãn tính và sử dụng thuốc tránh thai. Phương pháp điều trị được khuyến cáo tùy từng trường hợp cụ thể và duy trì vệ sinh cá nhân."
